DESCRIPTION,CODE,LATITUDE,LONGITUDE
AYLESBURY BRANCH SDG,AYLSBCH,49.766809,-7.5571598
AYLESBURY (SIDINGS 1-7),AYLSBRS,51.812372,-0.81628172
AYLESBURY (SIDINGS 1-7),AYLSBRS,51.812372,-0.81628172
AYLESBURY,AYLSBRY,51.813271,-0.81625817
NCB CCD,AYLSCCD,51.81417,-0.81623462
AYLESBURY D.M.U. DEPOT,AYLSDMU,51.812372,-0.81628172
AYLESBURY NORTH LOOP,AYLSNL,58.472511,8.3099342
AYLESBURY VALE PARKWAY,AYLSPWY,53.483907,-2.6848106
AYLESBURY VALE JUNCTION,AYLSVJN,49.766809,-7.5571598
WADDESDON MANOR,AYLSWAD,58.472511,8.3099342
AYNHO 501,AYNH501,57.922493,7.034074
AYNHO SIG BS5002,AYNH502,49.766809,-7.5571598
AYNHO (CLOSED),AYNHOJ,51.998645,-1.2804058
AYNHO PARK JUNCTION,AYNHPKJ,49.766809,-7.5571598
AYNHO UP GOODS LOOP,AYNHUGL,54.176276,2.3612125
AYR,AYRR,55.458244,-4.6252496
SIG. PA 335,AYRR335,55.482029,-4.5761813
AYR SIG. PA853,AYRR853,55.478889,-4.6266228
AYR SIG 859,AYRR859,49.766809,-7.5571598
ABP,AYRRABP,55.47047,-4.6418865
AYR CARRIAGE CLEANING,AYRRCSD,55.449268,-4.6246531
AYR HARBOUR FHH,AYRRFHH,53.023425,-2.6537732
AYR HARBOUR,AYRRHBR,55.47047,-4.6418865
AYR WAGON REPAIR DEPOT,AYRRWRD,55.540578,-4.6212256
BABWORTH LOOP,BABWTHL,53.267384,-0.95192065
BACHE,BACHE,53.21379,-2.8954429
BADMINTON,BADMTN,54.658231,0.085561422
BURNAGE,BAGE,53.421903,-2.2151401
BAGULEY FOLD JUNCTION,BAGLYFJ,53.49295,-2.192891
BAGSHOT,BAGSHOT,51.365021,-0.68851399
DESFORD,BAGWDES,58.472511,8.3099342
BAGWORTH JN REFUGE SDGS,BAGWJRS,52.673394,-1.3022506
KIRBY MUXLOE,BAGWKM,58.472511,8.3099342
BRITCOAL BAGWORTH COLLIERY,BAGWTHJ,52.673245,-1.3359281
BAILDON,BAILDON,53.849684,-1.7537154
BAISIEUX  (FRANCE),BAISIEU,50.873487,4.3412182
BALCOMBE TUNNEL JUNCTION,BALCMTJ,51.093564,-0.1484438
BALCOMBE,BALCOMB,51.0563,-0.13790133
BALDOCK,BALDOCK,51.999609,-0.17212654
BALHAM,BALHAM,51.443426,-0.16536728
BALHAM JN,BALHJN,51.442347,-0.15389881
BAILLIESTON,BALISTN,55.835665,-4.0916597
BALLOCH,BALLOCH,56.002899,-4.5850871
BALMOSSIE,BALMOSS,56.48496,-2.7232138
BALSHAW LANE,BALSHWL,53.562177,-2.6415671
BAMFORD,BAMFORD,53.338998,-1.6890817
BANAVIE,BANAVIE,56.843307,-5.0954255
BANGOR SIG. BR37,BANG37,53.221789,-4.1322302
BANGOR (GWYNEDD),BANGOR,53.222308,-4.1343832
BANGOR C.S.,BANGRCS,53.221859,-4.1343608
CASTLE CEMENT,BANGRTC,53.22141,-4.1343385
BANSTEAD,BANSTED,51.329079,-0.21443251
BARASSIE JN SIGNAL 275,BARA275,49.766809,-7.5571598
CE BARASSIE,BARACE,55.557467,-4.6508965
BARASSIE JN D.P.L.,BARADPL,55.558365,-4.650957
BARASSIE YARD FHH,BARAFHH,58.472511,8.3099342
BARASSIE YARD GBRF,BARAGBR,49.766809,-7.5571598
CE TIP (SHEWALTON),BARASCP,55.579623,-4.6238283
BARASSIE,BARASIE,55.561057,-4.6511384
BARASSIE JN,BARASIJ,55.559262,-4.6510174
BARASSIE JN U.G.L.,BARAUGL,55.558347,-4.6517488
BARASSIE FLHH SDGS 3 & 4,BARAYRD,49.766809,-7.5571598
BARCELONA EL MORROT,BARCEMR,50.840614,4.3496412
BARDON HILL QUARRY FHH,BARDFHH,58.428503,5.9802389
BARDON HILL GBRF,BARDGBR,55.453365,3.748148
BARDON HILL RS,BARDHBR,52.67573,-1.281034
BARDON HILL GROUND FRAME,BARDHGF,49.766809,-7.5571598
BARDON HILL QUARRIES,BARDNHQ,52.712814,-1.3382882
BARDON HILL,BARDONH,52.710158,-1.3457292
BARE LANE,BARELA,54.077168,-2.8283373
BARGOED,BARGOED,51.692308,-3.2296795
BARGOED VIADUCT SIDINGS,BARGSDG,51.696802,-3.2298014
BARHAM GROUND SIG C01379,BARH379,51.057245,-3.5050807
TILBURY ROADSTONE BARHAM,BARHAM,58.472511,8.3099342
BARHAM FHH,BARHFHH,57.321725,1.8761509
BARKING SIGNAL 1103,BARK103,51.544527,0.080987902
BARKING SIGNAL 1104,BARK104,51.544527,0.080987902
BARKING NO 1 PLATFORM,BARKG1P,51.544527,0.080987902
BARKING NO 7 PLATFORM TP,BARKG7P,51.544527,0.080987902
BARKING LT,BARKGLT,58.472511,8.3099342
BARKING,BARKING,51.544527,0.080987902
BARKING STATION JUNCTION,BARKNGJ,49.766809,-7.5571598
BARKING UPNEY JUNCTION,BARKUPJ,58.472511,8.3099342
BARLASTON,BARLSTN,52.942871,-2.1681111
BARMING,BARMING,51.284097,0.47791132
BARNES SIGNAL W1090,BARN090,57.801999,-0.71711826
BARNES,BARNES,51.467063,-0.24072538
BARROW-IN-FURNESS SIG 52/53/54,BARO54,49.766809,-7.5571598
BARROW SALTHOUSE JUNCTION,BAROSHJ,54.10905,-3.2037236
BARROW-IN-FURNESS,BAROW,54.118702,-3.226953
BARROW-IN-FURNESS C.S.,BAROWCS,54.117804,-3.2269265
BARROW RAMSDEN DOCK (ABP),BAROWEW,54.097231,-3.2171439
BARROW FITTERS,BAROWHS,54.118702,-3.226953
BARROW-UPON-SOAR,BAROWOS,52.719351,-1.1032498
BARROW MARINE TERMINAL,BAROWRD,54.097231,-3.2171439
BARROW TERMINAL COMPLEX,BAROWYD,54.116007,-3.2268734
BARRY DOCKS ABP (SHIPMENT),BARRABP,52.513204,6.6325542
BARRY SIGNAL B49,BARRB49,49.766809,-7.5571598
BARRY DOCKS ZEON,BARRBPC,55.819497,2.2556304
BARRY DOCKS DOW CHEMICALS,BARRDCG,49.766809,-7.5571598
BARRY DOWN GOODS LOOP,BARRDGL,58.472511,8.3099342
ABP (NON SHIPMENT),BARRDNS,58.472511,8.3099342
BARRY DOCKS DUNN BROS,BARRDUN,49.766809,-7.5571598
BARRY DOCKS DBC,BARREWS,53.647015,1.691225
BARRY DOCKS HEXION,BARRHEX,55.819497,2.2556304
BARRY ISLAND COLAS RAIL,BARRICR,49.766809,-7.5571598
BARRY DOCKS SAMAT TERMINAL,BARRSMT,49.766809,-7.5571598
BARRY,BARRY,51.396781,-3.2849843
BARRY DOCKS,BARRYDK,51.402424,-3.2621405
BARRY ISLAND,BARRYIS,51.392412,-3.2733634
BARROW HAVEN,BARWHVN,53.698048,-0.39293127
BASCHURCH,BASCSDG,54.145103,1.7291161
BASEL,BASEL,51.511014,4.4716431
BASEL SBB GB GTI,BASESGG,51.511907,4.4717702
BASFORD,BASFORD,52.981499,-1.1778011
BASILDON,BASILDN,51.568451,0.47025707
BAT & BALL,BATABAL,51.289759,0.19422749
BATH GOODS LOOP,BATHGSL,51.386629,-2.3635258
BATH AVON COUNTY REFUSE TERML,BATHRTS,51.386184,-2.3620852
BATH SPA,BATHSPA,51.378109,-2.3562743
BATLEY,BATLEY,53.710029,-1.6227244
BATTERSEA PIER SIDINGS,BATRPHS,51.480003,-0.14676206
BATTERSEA PIER STAFF HALT,BATRSH,51.480003,-0.14676206
BATTERSEA PIER JN,BATRSPJ,51.482697,-0.14650883
BATTERSEA PARK LONDON,BATRSPK,51.477305,-0.14672742
BATTERSEA YARD,BATRSYD,51.480003,-0.14676206
BATTLE NO 2 XOVER,BATT2XO,49.766809,-7.5571598
BATTLE,BATTLE,50.913183,0.49514401
BAYFORD,BAYFORD,51.758856,-0.09609815
BAY HORSE,BAYHORS,58.472511,8.3099342
BARTON & BROUGHTON PASS LOOP,BBGHGL,53.814483,-2.7227989
BEECHBROOK FARM,BCHBKFM,58.472511,8.3099342
BIRCHGROVE,BCHGRV,51.520733,-3.2135208
BUCKLAND JUNCTION,BCKJN,51.141678,1.2924223
BECKENHAM JN SIGNAL VS607,BCKN607,49.766809,-7.5571598
BECKENHAM HILL,BCKNHMH,51.424791,-0.015078948
BECKENHAM JUNCTION,BCKNHMJ,51.411506,-0.027158596
BECKENHAM JUNCTION (C),BCKNMJC,51.411506,-0.027158596
BLACKWATER,BCKWATR,51.331808,-0.77702201
BUCKLEY,BCKY,53.162149,-3.0544082
BIRCHINGTON-ON-SEA,BCNGNOS,51.377116,1.3006772
BEACONSFIELD,BCNSFLD,51.610878,-0.64244807
WHITEHOUSE TUNNEL,BCNSWHI,58.472511,8.3099342
BICESTER SIG OB9024,BCST024,49.766809,-7.5571598
BICESTER SIG ME2032,BCST032,49.766809,-7.5571598
BICESTER NTH SIG 189,BCST189,49.766809,-7.5571598
BICESTER NTH SIG 192,BCST192,49.766809,-7.5571598
BICESTER NORTH SIGNAL ME2034,BCST196,58.472511,8.3099342
BICESTER SIG ME210,BCST210,49.766809,-7.5571598
BICESTER SIG OB1792,BCST792,49.766809,-7.5571598
BICESTER SIG OB1794,BCST794,49.766809,-7.5571598
ARDLEY,BCSTARD,58.472511,8.3099342
BLACKTHORNE,BCSTBLA,58.472511,8.3099342
MOD (ARMY-COD),BCSTCOD,52.21894,-1.1487699
BICESTER DEPOT EAST JN,BCSTDEJ,49.766809,-7.5571598
BICESTER DEPOT-GL-RR,BCSTDRL,49.766809,-7.5571598
BICESTER DEPOT WEST JN,BCSTDWJ,49.766809,-7.5571598
BICESTER NORTH ENGINEER SDG,BCSTES,49.766809,-7.5571598
BICESTER MOD GBRF,BCSTGBF,49.766809,-7.5571598
MOD (ARMY-COD) GF,BCSTGF,52.219839,-1.1487527
BICESTER GAVRAY JUNCTION,BCSTGJN,49.766809,-7.5571598
BICESTER LONDON ROAD L/XING,BCSTLRD,51.893019,-1.1484009
BICESTER,BCSTN,51.903368,-1.1496588
BICESTER VILLAGE,BCSTRTN,51.89257,-1.1484094
BICESTER SOUTH JUNCTION,BCSTSJ,49.766809,-7.5571598
BICESTER NTH TURNBACK SDGS,BCSTUS,58.472511,8.3099342
BRICKET WOOD,BCWD,51.706169,-0.35882766
BURNDEN JUNCTION,BDENJT,53.564281,-2.4106425
BEDHAMPTON,BDHMPTN,50.853704,-0.99698449
MARCHEYS HOUSE JUNCTION,BDLNMHJ,55.143293,-1.570113
BEDLINGTON FURNACEWAY,BDLNTNS,55.142395,-1.5701226
NORTH SIGNAL BOX,BDLNTNX,55.141496,-1.5701323
BEDMINSTER,BDMNSTR,51.440086,-2.5941489
SIGNAL 1544,BDST544,53.404723,-3.0694236
DEE JUNCTION,BDSTNDJ,53.407324,-3.080019
EAST JUNCTION,BDSTNEJ,53.408317,-3.0695138
BIDSTON,BDSTON,53.409135,-3.0785605
SIDINGS,BDSTSDG,53.410115,-3.0695589
MURCO PETROLEUM,BDWTHMS,52.315213,-1.4689229
BEAL,BEAL,55.69275,-1.9154574
SMEAFIELD,BEALSMA,58.472511,8.3099342
BEAM MILL JN.,BEAMMLJ,54.591095,-1.1488188
BEARLEY,BEARLEY,52.245117,-1.7495044
BEARLEY JUNCTION,BEARLYJ,52.24242,-1.7495195
BEASDALE,BEASDAL,56.900449,-5.7638916
BEATTOCK SUMMIT DOWN SIDINGS,BEATCE,55.307884,-3.4571864
BEATTOCK,BEATCK,55.307865,-3.4587612
BEATTOCK SUMMIT,BEATCKS,55.423063,-3.589413
BEATTOCK DOWN SIDINGS,BEATDNS,58.472511,8.3099342
BEATTOCK D.P.L.,BEATDPL,55.307846,-3.460336
BEATTOCK SUMMIT D.P.L.,BEATSDL,55.423042,-3.5909922
BEATTOCK SUMMIT U.P.L.,BEATSUL,55.423084,-3.5878337
BEATTOCK U.P.L.,BEATUPL,55.307874,-3.4579738
BEATTOCK UP SIDINGS,BEATUPS,49.766809,-7.5571598
BEATTOCK UP SUMMIT SIDINGS,BEATUSS,58.472511,8.3099342
BEAULY,BEAULY,58.472511,8.3099342
BEBINGTON,BEBNGTN,53.357652,-3.0036346
BECCLES,BECCLES,52.458521,1.5694934
WALKERINGHAM,BECKBPA,58.472511,8.3099342
BECKINGHAM,BECKGHM,58.472511,8.3099342
HAXEY & EPWORTH CROSSOVER,BECKHAX,58.472511,8.3099342
BEDFORD SIGNAL 603,BEDF603,49.766809,-7.5571598
BEDFORD CAULDWELL DEPOT,BEDFDCD,57.633917,4.4446937
CARRIAGE SIDINGS,BEDFDCS,52.136455,-0.45383323
BEDFORD JOWETT SDGS,BEDFDJS,49.766809,-7.5571598
BEDFORD MIDLAND,BEDFDM,52.135784,-0.47897386
BEDFORD NORTH JN,BEDFDN,52.145451,-0.49095015
BEDFORD NORTH SIDINGS,BEDFDNS,52.136683,-0.47894324
SOUTH JN,BEDFDS,52.096138,-0.46073124
BEDFORD WASH ROAD,BEDFDWR,54.841139,3.6783681
BEDFORD ENGINEERS SIDINGS,BEDFEGS,52.132133,-0.47471509
MILLBROOK,BEDFMIL,58.472511,8.3099342
GROUND FRAME,BEDWGF,52.47523,-1.4669995
BEDWORTH PUMA GBRF,BEDWPUM,49.766809,-7.5571598
BEDWORTH,BEDWRTH,52.479731,-1.4684175
BEDWYN,BEDYN,51.379765,-1.5990724
BEDWYN REVERSING SIDING,BEDYNRS,49.766809,-7.5571598
WESTTHORPE SDGS (FHH),BEGHFHH,56.501911,-1.1314812
WESTHORPE (BEIGHTON) S1028,BEGHT28,49.766809,-7.5571598
WESTHORPE (BEIGHTON) S1029,BEGHT29,49.766809,-7.5571598
WESTHORPE (BEIGHTON) S1030,BEGHT30,49.766809,-7.5571598
WESTHORPE (BEIGHTON) S1033,BEGHT33,49.766809,-7.5571598
WESTHORPE (BEIGHTON) S1034,BEGHT34,49.766809,-7.5571598
BEIGHTON JN,BEGHTJN,53.344706,-1.3285494
BEIGHTON STATION JN,BEGHTSJ,53.342908,-1.3285776
WESTTHORPE RUN ROUND,BEGHWES,58.472511,8.3099342
BEKESBOURNE,BEKSBRN,51.261112,1.136089
BELFORD,BELFDRS,49.766809,-7.5571598
BELFORD,BELFORD,55.607572,-1.817434
TILCON QUARRY,BELFTIL,49.766809,-7.5571598
BELFORD TAMPER SIDINGS,BELFTS,49.766809,-7.5571598
BEALINGS,BELINGS,58.472511,8.3099342
BELMONT SURREY,BELM,51.344138,-0.19948854
BELLINGHAM,BELNGHM,51.433874,-0.020440132
BELLINGHAM SIDING,BELNGMS,51.432053,-0.019080205
BELPER,BELPER,53.024566,-1.48262
BELMONT L.C.,BELTLC,55.444814,-4.6227759
BELVEDERE,BELVEDR,51.491986,0.15206385
BELLWATER SIGNAL BOX,BELWTRJ,53.114187,0.21938762
SPEETON,BEMPSPE,58.472511,8.3099342
BEMPTON,BEMPTON,54.12831,-0.18195874
BENFLEET,BENFLET,51.544017,0.56124151
BENHAR JN C.E.,BENHACE,55.824565,-3.7366519
BENHAR JN,BENHARJ,55.824542,-3.7382473
BENIFAYO-ALMOSAFES,BENIFAY,49.766809,-7.5571598
KILLINGWORTH,BENTKIL,58.472511,8.3099342
BENTON (METRO),BENTMET,58.472511,8.3099342
BENTON,BENTON,55.013859,-1.5605514
BERE ALSTON,BEREALS,50.485592,-4.2003544
BERE FERRERS,BEREFRS,50.450863,-4.1818378
BERKHAMSTED,BERKHMD,51.763687,-0.56251701
BERMUDA PARK,BERMPRK,49.766809,-7.5571598
BERRY BROW,BERRYB,53.621466,-1.7958641
BERWICK,BERWICK,50.840611,0.16598586
BESCAR LANE,BESCRLA,53.623547,-2.9131676
BEDFORD ST JOHNS G.L.,BESJGL,52.133835,-0.46735144
BEDFORD ST JOHNS,BESJOHN,52.129342,-0.46750564
BESSACARR JN,BESSCRJ,53.495852,-1.0789501
BEESTON SIG TN4918,BEST918,49.766809,-7.5571598
BEESTON SIG TN4931,BEST931,49.766809,-7.5571598
BEESTON SIMS METALS FHH,BESTFHH,55.819497,2.2556304
BEESTON SIMS METALS GBRF,BESTGBR,49.766809,-7.5571598
BEESTON HEADSHUNT,BESTHST,49.766809,-7.5571598
BLUE CIRCLE,BESTNCS,52.922358,-1.205695
MCINTYRE J,BESTNMC,52.92311,-1.1944511
NORTH JUNCTION,BESTNNJ,52.93569,-1.183133
SOUTH JUNCTION,BESTNSJ,52.914559,-1.2156825
BEESTON,BESTON,52.92058,-1.2087022
RS,BESTONS,52.931256,-1.1921427
BEESTON RUN ROUND,BESTRR,49.766809,-7.5571598
SIGNAL BOX,BESTTSB,53.135228,-2.6770689
BETLEY ROAD SB,BETLRSB,53.854135,3.3938539
BETWS-Y-COED,BETSYCD,53.092963,-3.8008988
BETTEMBOURG (LUXEMBOURG),BETTMBG,50.878656,4.357364
BEVERLEY,BEVERLY,53.843162,-0.42233865
BEXHILL SHUNT SIGNAL 1435,BEXH14,49.766809,-7.5571598
BEXHILL GROUND FRAME,BEXHGF,49.766809,-7.5571598
BEXHILL,BEXHILL,50.840746,0.47565153
BEXLEY,BEXLEY,51.439898,0.14817529
BARGOED SINGLE LINE JN,BGEDSLJ,49.766809,-7.5571598
BURGHEAD,BGHD,58.472511,8.3099342
BAGLAN,BGLAN,52.518655,-3.8465874
BAGLAN BAY BP CHEMICALS EWS,BGLNBBP,52.516558,-3.8656593
BAGLAN BAY (COLAS),BGLNBC,49.766809,-7.5571598
BAGLAN BAY BP CHEM FLINER HH,BGLNBPF,58.396927,8.1135628
BAGLAN BAY RPT (COLAS),BGLNRPT,49.766809,-7.5571598
BURNGULLOW SHUNT SIG P203,BGLW203,49.766809,-7.5571598
ECC,BGLWECC,50.337875,-4.8329873
BURNGULLOW (FLHH),BGLWFHH,53.589011,4.9034262
BURNGULLOW,BGLWJN,50.335942,-4.8384939
BRIDGE OF ALLAN,BGOALAN,56.157344,-3.9577477
BARNT GREEN,BGRN,52.360457,-1.9926134
BOGSIDE JUNCTION,BGSDEJN,58.472511,8.3099342
B'HAM MOOR ST SIG WM190,BHAM190,49.766809,-7.5571598
B'HAM SNOW HILL SIGNAL 459,BHAM459,58.472511,8.3099342
BIRMINGHAM INT NORTH JN,BHAMINJ,58.472511,8.3099342
BIRMINGHAM INTERNATIONAL,BHAMINT,52.450938,-1.7247964
BIRMINGHAM INT SOUTH JUNCTION,BHAMISJ,58.472511,8.3099342
JEWELLERY QUARTER,BHAMJEW,52.489882,-1.9130646
BIRMINGHAM MOOR STREET,BHAMMRS,52.478179,-1.8924747
BIRMINGHAM MOOR ST SDGS 2,BHAMMS2,49.766809,-7.5571598
BIRMINGHAM MOOR ST SDG,BHAMMSS,49.766809,-7.5571598
XC,BHAMNBL,58.472511,8.3099342
L H S,BHAMNHS,52.478185,-1.8998364
BIRMINGHAM NEW STREET,BHAMNWS,52.478185,-1.8998364
QUEEN'S HEAD SIGNAL SJ606,BHAMQHS,52.501594,-1.959843
BIRMINGHAM SNOW HILL T/BACK SD,BHAMSHT,52.483588,-1.8998242
BIRMINGHAM SNOW HILL,BHAMSNH,52.483579,-1.8998242
LANDOR ST SALTLEY JN,BHAMSYJ,52.48268,-1.8998263
BUSH HILL PARK,BHILLPK,51.641517,-0.069221111
BARNHILL SIGNALBOX,BHLP,56.394667,-3.4087542
BICKLEY JNC SIGNAL AD35,BICK35,49.766809,-7.5571598
BICKLEY SIGNAL VS626,BICK626,49.766809,-7.5571598
BICKLEY,BICKLEY,51.40039,0.044246973
BICKLEY JUNCTION,BICKLYJ,51.401062,0.057216327
BIGGLESWADE SIG K235,BIGL235,58.472511,8.3099342
PLASMOR,BIGLPL,52.085127,-0.26176814
BIGGLESWADE,BIGLSWD,52.085106,-0.26030943
BILBROOK,BILBROK,52.623716,-2.1860877
LIVERPOOL STREET SIG L572,BILE572,58.472511,8.3099342
BILLERICAY,BILERCY,51.628941,0.41574281
BILLINGSHURST SIG T1430,BILS143,49.766809,-7.5571598
BILLINGSHURST SIG T862,BILS862,49.766809,-7.5571598
BILLINGSHURST,BILSHST,51.014997,-0.45035186
BINGHAM,BINGHAM,52.954553,-0.95205548
BIRCHWOOD,BIRCHWD,53.412853,-2.5250087
BIRKBECK,BIRKBCK,51.403,-0.056279708
MOD BRITISH AEROSPACE,BISHPBA,55.900866,-4.5165387
BISHOPTON,BISHPTN,55.902159,-4.5015836
BURNTISLAND,BISLND,56.057079,-3.2331977
BURNTISLAND JN,BISLNDJ,56.057079,-3.2331977
BITTERNE,BITERNE,50.918398,-1.3768548
BROCKLESBY,BKBY,53.607017,-0.3102338
BIRKDALE,BKDLE,53.633515,-3.014709
BIRKDALE SIDINGS,BKDLSDG,49.766809,-7.5571598
BROCKHOLES,BKHLS,53.597151,-1.7702946
BUCKNELL,BKNELL,52.356649,-2.9484929
SIGNAL BH16,BKNH16,50.81587,-1.5741076
BROCKENHURST SIGNAL BH62,BKNH62,50.81587,-1.5741076
BROCKENHURST DOWN SIDING,BKNHDS,50.523125,-3.1082641
BROCKENHURST,BKNHRST,50.816769,-1.5740995
UP SIDING,BKNHUPS,50.817669,-1.5740913
BERKSWELL,BKSWELL,52.395879,-1.6428403
BLACKWELL (WORCS),BLACKWL,52.341668,-2.004814
BLAENAU FFESTINIOG NO.2 GF,BLAE2GF,52.997227,-3.9429471
BLAENAU FFESTINIOG NO 3 GF,BLAE4GF,52.995406,-3.9443554
BLAENAU FFESTINIOG,BLAENAU,52.996328,-3.9429067
BLAIRHILL COATBRIDGE,BLAIRHL,55.866603,-4.0421795
BLAKEDOWN,BLAKEDN,52.406175,-2.17635
BLANTYRE,BLANTYR,55.79666,-4.0863768
BLAIR ATHOLL,BLARATH,56.765545,-3.8502279
BLAIR ATHOLL DOWN SIDING,BLARDS,56.557169,1.9456789
BLAYDON,BLAYDON,54.965787,-1.7125807
BLATCHBRIDGE JN,BLBGJN,51.211883,-2.3134724
BLACKHORSE ROAD,BLCHSRD,51.586175,-0.039810638
DEVONSHIRE ROAD JN,BLCKDRJ,49.766809,-7.5571598
BLACKPOOL CSOP,BLCKNCS,53.820162,-3.0511145
LHS,BLCKNHS,53.820162,-3.0511145
BLACKPOOL PLEASURE BEACH,BLCKPB,53.786873,-3.0548355
BLACKPOOL NORTH,BLCKPLN,53.820162,-3.0511145
BLACKPOOL SOUTH,BLCKS,53.798608,-3.049057
BLACKHAM JN,BLCMJN,51.138193,0.14240256
BALDHU,BLDHU,57.885789,4.4896882
BLEASBY,BLEASBY,53.041681,-0.94397804
BLEA MOOR R S,BLEMOR,54.224707,-2.3581368
BLEA MOOR UP GOODS LOOP,BLEMUGL,54.225601,-2.3596784
BLACKFRIARS JN TVS4408,BLF4408,49.766809,-7.5571598
BLACKFORD REFUGE SIDINGS,BLFD,56.262534,-3.7758202
BLACKFORD DOWN SIDING,BLFDDCE,50.961992,1.6263473
BLACKFORD UP SIDING,BLFDUS,53.756385,0.64335594
BLACKFRIARS LONDON,BLFR,51.511735,-0.10104365
BLACKFRIARS CARRIAGE RDS,BLFRCHS,51.50627,-0.10232279
BLACKFRIARS JUNCTION,BLFRJN,51.503528,-0.099554922
BELLGROVE SIG YS783,BLGR783,55.859274,-4.2063837
BELLGROVE SIG YS785,BLGR785,55.857478,-4.2062819
BELLGROVE GLASGOW,BLGRVE,55.857162,-4.2238408
BEAULIEU ROAD,BLIEURD,50.854268,-1.5055675
BLACKBURN,BLKB,53.746514,-2.479122
BLACKBURN,BLKB444,49.766809,-7.5571598
BOLTON BRANCH JUNCTION,BLKBBBJ,53.745616,-2.4791118
BLACKBURN GILBRAITHS,BLKBBFG,53.744717,-2.4791016
BOLTON ROAD SIDINGS (PWAY YD),BLKBBRS,49.766809,-7.5571598
DAISYFIELD JUNCTION,BLKBDJN,53.751949,-2.4685682
EAST LANCS SIDING,BLKBELS,53.745616,-2.4791118
BLACKBURN KING STREET,BLKBKST,49.766809,-7.5571598
BOLTON JUNCTION,BLKBNBJ,53.74018,-2.4896627
TAYLOR STREET,BLKBNTS,53.744717,-2.4791016
STATION HOLDING SDGS,BLKBSHS,49.766809,-7.5571598
BLACKHEATH,BLKHTH,51.465759,0.00829444
BLACKRIDGE,BLKRDGE,49.766809,-7.5571598
BLAKE STREET,BLKST,52.604883,-1.8449144
BALLINLUIG,BLLINUG,58.472511,8.3099342
BELLE VUE,BLLVUE,53.459714,-2.1791854
BLUNDELLSANDS & CROSBY,BLNDLAC,53.488581,-3.0398817
BILLINGHAM ON TEES,BLNGHM,54.606317,-1.2785459
BILLINGHAM JN,BLNGHMJ,54.601888,-1.28946
BILLINGHAM EAST GRID,BLNGMAR,58.472511,8.3099342
BILINGHAM MARCROFT ENGINEERING,BLNGRFS,58.472511,8.3099342
BRYNTEG LOADING PAD,BLNNBLP,58.472511,8.3099342
BLOXWICH SIGNAL 103,BLOX103,49.766809,-7.5571598
BLOXWICH NORTH,BLOXN,52.628356,-2.0191629
BLOXWICH SIGNAL BOX,BLOXSB,55.598515,-0.78820729
BLOXWICH,BLOXWCH,52.619367,-2.0132506
BLACKROD,BLRD,53.59152,-2.5695239
BLACKROD JUNCTION S B,BLRDSB,53.59152,-2.5695239
BELLSHILL,BLSHL,55.821125,-4.0244706
DERBYSHIRE COALITE&CHEM,BLSVCL,58.472511,8.3099342
BOLSOVER,BLSVCW,58.472511,8.3099342
BOLSOVER COALITE & CHEMICALS,BLSVFHH,58.505322,4.638963
BLETCHLEY SIG 76 (DN FAST),BLTC76,58.472511,8.3099342
BLETCHLY CAMBRIDGE SDGS,BLTCCAM,55.703225,-6.4034384
CE SIDING,BLTCCE,58.472511,8.3099342
CHS,BLTCCS,52.013197,-0.73623986
BLETCHLEY DOWN GOODS LOOP,BLTCDGL,51.995344,-0.73566472
BLETCHLEY DRAYTON ROAD JN,BLTCDRJ,49.766809,-7.5571598
BLETCHLEY DOWN SDGS,BLTCDS,58.472511,8.3099342
BLETCHLEY FLYOVER JN,BLTCFJN,49.766809,-7.5571598
FIELD RECP,BLTCHFS,51.997794,-0.74876356
BLETCHLEY,BLTCHLY,51.994973,-0.73718994
SOUTH JUNCTION,BLTCHSJ,51.987895,-0.71619981
TARMAC SDG,BLTCHTS,51.992044,-0.70422574
BLETCHLEY SHUNT NECK,BLTCSN,58.472511,8.3099342
SUMMIT OF FLYOVER,BLTCSOF,52.004163,-0.75587012
S&TE STORE,BLTCSTE,52.787432,4.7458501
BLETCHLEY T&RS W/SHOP STF,BLTCTMD,52.009317,-0.7165777
BLETCHLEY UP & DOWN GOODS,BLTCUDG,58.472511,8.3099342
UP GOODS LOOP,BLTCUGL,58.472511,8.3099342
BLETCHLEY WATER EATON RD,BLTCWER,49.766809,-7.5571598
BLETCHLEY SWANBOURNE SDG,BLTCWL,51.174695,3.5418392
YARD,BLTCYD,52.000314,-0.73215971
BOLTON-UPON-DEARNE LOS,BLTNLOS,49.766809,-7.5571598
BOLTON-ON-DEARNE,BLTNODR,53.518994,-1.312224
BELTRING,BLTRNAB,51.204707,0.4034955
BLUE ANCHOR,BLUANCR,51.492084,-0.05969557
BLINDWELLS OPENCAST,BLWLOC,55.931232,-2.9558119
CRESSWELL,BLYBCRL,58.472511,8.3099342
BLYTHE BRIDGE,BLYBDGE,52.967243,-2.0654708
LEIGH LEVEL CROSSING,BLYBLLC,55.602693,-1.1704807
CEGB CAMBOIS,BLYTCPS,58.472511,8.3099342
BLYTH (C&W),BLYTCW,58.472511,8.3099342
LIP,BLYTLIP,58.472511,8.3099342
BAMBER BRIDGE,BMBRBDG,53.726775,-2.6607735
CE SIDING,BMBRCE,53.904771,1.8709533
BAMBER BRIDGE ENG REC SDG,BMBRRS,49.766809,-7.5571598
W.H.BOWKER,BMBRWI,53.725876,-2.6607595
